id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1333842050639417357	1333842050639417357	2020-12-01 12:35:01 Central Standard Time	2020-12-01	12:35:01	-0600	1060573081935249409	news_ntd	NTD News		Reuters reports the #TrumpAdministration will blacklist #China’s top chipmaker, SMIC, and its largest offshore oil and gas producer CNOOC.   The #Trump administration views CNOOC’s deep-sea drilling in the South China Sea as a #Military operation.   https://t.co/mFabT5xZyc	en	[]	['https://www.ntd.com/trump-to-blacklist-2-more-chinese-firms_534524.html']	[]	0	13	32	['trumpadministration', 'china', 'trump', 'military']	[]	https://twitter.com/news_ntd/status/1333842050639417357	False		0								[]				
1333841737706573826	1333841737706573826	2020-12-01 12:33:46 Central Standard Time	2020-12-01	12:33:46	-0600	3012235893	cdanslair	C dans l'air		"#Iran ""Avec l'attentat, #Trump joue coup double. Il mise sur une possibilité de faire ""péter"" le pays. Il y a des marges de manœuvres dans ces 50 jours pour exaspérer le régime iranien, fragiliser les modérés. Il s’agit de mettre une sape sous les pas de #Biden"". @PierreServent  https://t.co/SX6qyF61NM"	fr	[{'screen_name': 'pierreservent', 'name': 'pierre servent', 'id': '943785721105731584'}]	[]	[]	1	2	6	['iran', 'trump', 'biden']	[]	https://twitter.com/Cdanslair/status/1333841737706573826	False		1	https://pbs.twimg.com/amplify_video_thumb/1333828189211267072/img/xSU38s6IAICRSdUw.jpg							[]				
1333841008606507009	1333841008606507009	2020-12-01 12:30:52 Central Standard Time	2020-12-01	12:30:52	-0600	1307158239595974656	gdesfaits	DesFaits.com		Rudy enflamme la foule en Arizona alors qu'il exhorte les politiciens à faire ce qui est juste même s'ils perdent leur emploi.  #Trump #Trump2020	fr	[]	[]	[]	0	11	21	['trump', 'trump2020']	[]	https://twitter.com/gDesFaits/status/1333841008606507009	False	https://twitter.com/DavidJHarrisJr/status/1333840789026160640	0								[]				
1333840977841287172	1333840977841287172	2020-12-01 12:30:45 Central Standard Time	2020-12-01	12:30:45	-0600	1315675665107165184	nladeux	Nico Ladeux		En plus de sa réélection, #Trump va offrir aux américains (et au monde) le démantèlement du #DeepState.  Cette #Election2020 est HISTORIQUE.  https://t.co/CgEclOWPhw	fr	[]	[]	['https://pbs.twimg.com/media/EoLBS7yXEAgnkAo.jpg']	3	2	7	['trump', 'deepstate', 'election2020']	[]	https://twitter.com/NLadeux/status/1333840977841287172	False		1	https://pbs.twimg.com/media/EoLBS7yXEAgnkAo.jpg							[]				
1333840439930138625	1333840439930138625	2020-12-01 12:28:37 Central Standard Time	2020-12-01	12:28:37	-0600	1222191125584318464	fr_conservateur	Le Conservateur ⚜️✝️🐾🌳#Z		#Zemmour: « Les #médias ne relaient pas l'informations... Il y a un millier de preuves de fraude, sans compter le logiciel Dominion qui a favorisé #Biden...  Je crois que #Trump a perdu... il y a une ambiance terrible avec les  milices d'#ExtrêmeGauche... » #FaceALinfo #CNews	fr	[]	[]	[]	5	10	25	['zemmour', 'médias', 'biden', 'trump', 'extrêmegauche', 'facealinfo', 'cnews']	[]	https://twitter.com/Fr_Conservateur/status/1333840439930138625	False	https://twitter.com/Fr_Conservateur/status/1333839124772564994	0								[]				
1333840062015033344	1333840062015033344	2020-12-01 12:27:06 Central Standard Time	2020-12-01	12:27:06	-0600	925100552257785857	sabinevombus	Sabine vom Bus@Sabine Neumeyer		Was passiert jetzt? Die #Impfstoffe durchlaufen Phase3 und die Medien und #Impfkommision behaupten ja das wird schnell gehen wir brauchen ja die #Impfung😳No! #Nebenwirkungen müssen wir halt in Kauf nehmen?! Nein!Wir müssen garnis! #NoVaccine #StändigeImpfkommision  #Virus #Trump  https://t.co/dWMkLfAAcl	de	[]	[]	[]	2	5	7	['impfstoffe', 'impfkommision', 'impfung', 'nebenwirkungen', 'novaccine', 'ständigeimpfkommision', 'virus', 'trump']	[]	https://twitter.com/SabinevomBus/status/1333840062015033344	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1333839152668946433/pu/img/rUdq4J2Eu9AwOyvH.jpg							[]				
1333839788252737540	1333839788252737540	2020-12-01 12:26:01 Central Standard Time	2020-12-01	12:26:01	-0600	810818800627175425	grandpasnarky	Grandpa Snarky #FBR		BREAKING NEWS: #RudyGiuliani asked #Trump about pre-emptive pardon.  https://t.co/prl40yNe70 via @MailOnline	en	[{'screen_name': 'mailonline', 'name': 'daily mail online', 'id': '15438913'}]	['https://mol.im/a/9006055']	[]	3	5	9	['rudygiuliani', 'trump']	[]	https://twitter.com/GrandpaSnarky/status/1333839788252737540	False		0								[]				
1333839650046164998	1333839650046164998	2020-12-01 12:25:28 Central Standard Time	2020-12-01	12:25:28	-0600	765638818938621952	kayhanlife	Kayhan Life		Germany, France and Britain urged the #Trump administration in late October to reconsider broad, new #sanctions against Iran’s banks, arguing that the move would deter legitimate humanitarian trade and hurt the allies’ common interests... #KayhanLife   https://t.co/9L0EDIbuon	en	[]	['https://kayhanlife.com/news/iran/exclusive-european-allies-pushed-back-when-trump-sanctioned-irans-banks/']	[]	0	3	5	['trump', 'sanctions', 'kayhanlife']	[]	https://twitter.com/KayhanLife/status/1333839650046164998	False		0								[]				
1333839508211634176	1333839508211634176	2020-12-01 12:24:54 Central Standard Time	2020-12-01	12:24:54	-0600	1240037442582913025	julienlgc92	Julien FDS		#Facealinfo C’est bon @dimitripavlenko est mûr pour @BFMTV ! Les éléments de langage qu’il a asséné sur #trump sont dignes du meilleur élève de l’académie de la bien-pensance 🥇🏆 Chapeau !	fr	[{'screen_name': 'dimitripavlenko', 'name': 'dimitri pavlenko', 'id': '87886078'}, {'screen_name': 'bfmtv', 'name': 'bfmtv', 'id': '133663801'}]	[]	[]	1	0	6	['facealinfo', 'trump']	[]	https://twitter.com/JulienLGC92/status/1333839508211634176	False		0								[]				
1333839429727883266	1333839429727883266	2020-12-01 12:24:36 Central Standard Time	2020-12-01	12:24:36	-0600	123281100	andyostroy	Andy Ostroy		"Today I woke up and had one of those overpowering, every-six-months-or-so head-scratching moments of...""how in the fucking fuckety fuck of fucks did that incompetent shitpouch ever become president?"" #Trump"	en	[]	[]	[]	31	20	395	['trump']	[]	https://twitter.com/AndyOstroy/status/1333839429727883266	False		0								[]				
1333839124772564994	1333839124772564994	2020-12-01 12:23:23 Central Standard Time	2020-12-01	12:23:23	-0600	1222191125584318464	fr_conservateur	Le Conservateur ⚜️✝️🐾🌳#Z		#Zemmour: «#Biden a plus de chance d'être élu, mais c'est loin d'être fait car on a jamais vu autant de fraude. Sur les 50 États devant certifier leurs résultats, il en reste 6.  Et les avocats de #Trump démontrent qu'il s'y est passé des choses incroyables...» #FaceALinfo #CNews  https://t.co/rs9QghlfCJ	fr	[]	[]	['https://pbs.twimg.com/media/EoK_nDYXYAUtruV.jpg', 'https://pbs.twimg.com/media/EoK_nW7XEAMb9OJ.jpg']	3	24	25	['zemmour', 'biden', 'trump', 'facealinfo', 'cnews']	[]	https://twitter.com/Fr_Conservateur/status/1333839124772564994	False		1	https://pbs.twimg.com/media/EoK_nDYXYAUtruV.jpg							[]				
1333838898544390146	1333838898544390146	2020-12-01 12:22:29 Central Standard Time	2020-12-01	12:22:29	-0600	829772982033776643	darqfry	NigrumFry		#TRUMP “A MUST READ. IMPOSSIBLE FOR BIDEN TO HAVE OVERCOME THESE, AND EVEN GREATER, ODDS!” #MAGA  https://t.co/kmEAjbvXTE	en	[]	[]	[]	1	33	36	['trump', 'maga']	[]	https://twitter.com/DarqFry/status/1333838898544390146	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1333838517995237376/pu/img/Z4qry4S_M9ZBddBy.jpg							[]				
1333838020412370944	1333838020412370944	2020-12-01 12:19:00 Central Standard Time	2020-12-01	12:19:00	-0600	356278798	dallasdietzenba	Dallas Dietzenbach		Four years is not that long ago, but for the life of me I don't remember #Trump being given air time to introduce his new staff......	en	[]	[]	[]	4	3	18	['trump']	[]	https://twitter.com/DallasDietzenba/status/1333838020412370944	False		0								[]				
1333837487765147651	1333837487765147651	2020-12-01 12:16:53 Central Standard Time	2020-12-01	12:16:53	-0600	844930596166160384	fanch_mrl	François Morelle  🇫🇷🇪🇺		C'était un des gouverneurs républicains préférés de #Trump... Et là, c'est le drame... 😂  https://t.co/LZ45zHUpre	fr	[]	['https://edition.cnn.com/2020/12/01/politics/doug-ducey-donald-trump-arizona-voter-fraud-claims/index.html']	[]	0	2	8	['trump']	[]	https://twitter.com/fanch_mrl/status/1333837487765147651	False		0								[]				
1333837442265337865	1333837442265337865	2020-12-01 12:16:42 Central Standard Time	2020-12-01	12:16:42	-0600	312888560	anouchkacohen	falbala		Excellent comme d’habitude ce soir #Zemmour sur #trump Excellentissime!!! #fraude #Facealinfo	fr	[]	[]	[]	0	1	12	['zemmour', 'trump', 'fraude', 'facealinfo']	[]	https://twitter.com/anouchkacohen/status/1333837442265337865	False		0								[]				
1333836672316956675	1333836672316956675	2020-12-01 12:13:38 Central Standard Time	2020-12-01	12:13:38	-0600	1359685932	1fo_vox	Voxx⚜️		#Zemmour Il est probable que #Biden puisse gagner mais il aura la moitié du pays contre lui  Le danger ce n’est pas #Trump mais les démocrates qui sont des fraudeurs alliés à la Mafia ! #Facealinfo  https://t.co/c9FBdhfWCJ	fr	[]	[]	['https://pbs.twimg.com/media/EoK9YU0WMAEI1GW.jpg']	0	0	8	['zemmour', 'biden', 'trump', 'facealinfo']	[]	https://twitter.com/1Fo_Vox/status/1333836672316956675	False		1	https://pbs.twimg.com/media/EoK9YU0WMAEI1GW.jpg							[]				
1333836484676362241	1333836484676362241	2020-12-01 12:12:54 Central Standard Time	2020-12-01	12:12:54	-0600	5644772	millennial_c0n	Millennial_Conservative™		Michigan Witness Says All Military Ballots Looked Like Xerox Copies - Had ZERO Trump Votes  #Trump #trump2020 #StopTheSteal #StopTheCoup #resistbiden  https://t.co/BME3tLpG0I	en	[]	[]	[]	2	12	15	['trump', 'trump2020', 'stopthesteal', 'stopthecoup', 'resistbiden']	[]	https://twitter.com/Millennial_c0n/status/1333836484676362241	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1333836442280349697/pu/img/xo2j8OU4AAJ1eZCh.jpg							[]				
1333836005674078211	1333836005674078211	2020-12-01 12:10:59 Central Standard Time	2020-12-01	12:10:59	-0600	170457916	aloor_shanavas	Aloor Sha Navas		#FarmersProstest க்கு ஆதரவாக கனடா பிரதமர் @JustinTrudeau குரல் கொடுத்தார்.  இந்தியாவின் உள் விவகாரத்தில் இன்னொரு நாடு தலையிடக் கூடாது என்று சொல்லி அதை கண்டிக்கிறது #BJP அரசு.  #Trump க்கு ஆதரவாக #மோடி பரப்புரை செய்ததெல்லாம் இன்னொரு நாட்டில் தலையிடுவதாகாதா?  #FarmersBill_2020	ta	[{'screen_name': 'justintrudeau', 'name': 'justin trudeau', 'id': '14260960'}]	[]	[]	7	81	288	['farmersprostest', 'bjp', 'trump', 'மோடி', 'farmersbill_2020']	[]	https://twitter.com/aloor_ShaNavas/status/1333836005674078211	False		0								[]				
1333835725297553413	1333835725297553413	2020-12-01 12:09:53 Central Standard Time	2020-12-01	12:09:53	-0600	1359685932	1fo_vox	Voxx⚜️		#Zemmour  Je ne pense pas que la défaite de #Trump soit actée  Les médias français ne relayent pas les infos de fraudes ! Les recours iront jusqu’à la cour suprême ! #Facealinfo  https://t.co/YKHIQtyhhy	fr	[]	[]	['https://pbs.twimg.com/media/EoK8hNvWMAgtTqB.jpg']	1	11	17	['zemmour', 'trump', 'facealinfo']	[]	https://twitter.com/1Fo_Vox/status/1333835725297553413	False		1	https://pbs.twimg.com/media/EoK8hNvWMAgtTqB.jpg							[]				
1333833650195009536	1333833650195009536	2020-12-01 12:01:38 Central Standard Time	2020-12-01	12:01:38	-0600	601535938	realmattcouch	Matt Couch		Check out our New Cult 45 President Trump Shirt. Since the left wants to make fun of Trump supporters and call us a Cult, we'll just embrace it :) Get yours &amp; help support our work!   #Trump2020 #MAGA #KAG #Trump #Cult45 #Christmas #MerryChristmas    https://t.co/Crr712RrO3	en	[]	['https://tspr.ng/c/new-trump-cult-45-blue-t-shirt']	[]	2	18	82	['trump2020', 'maga', 'kag', 'trump', 'cult45', 'christmas', 'merrychristmas']	[]	https://twitter.com/RealMattCouch/status/1333833650195009536	False		0								[]				
1333833298083270662	1333833298083270662	2020-12-01 12:00:14 Central Standard Time	2020-12-01	12:00:14	-0600	2830130933	ernestoekaizer	Ernesto Ekaizer		"#Trump Mientras sigue diciendo que ha ganado las elecciones, Trump ha conseguido recolectar fondos por valor de 170 millones de dólares, al parecer para su campaña 2024. El 75% de cada aportación se deposita en una cuenta de un nuevo ""comité de acción"" que apoya su próximo paso.  https://t.co/JxPmmXK6vQ"	es	[]	[]	['https://pbs.twimg.com/media/EoK6TrYW4AILHyI.jpg']	6	15	23	['trump']	[]	https://twitter.com/ErnestoEkaizer/status/1333833298083270662	False		1	https://pbs.twimg.com/media/EoK6TrYW4AILHyI.jpg							[]				
1333833066712854529	1333833066712854529	2020-12-01 11:59:19 Central Standard Time	2020-12-01	11:59:19	-0600	266364351	padreinatlanta	Fr. Bruce Wilkinson		The continuing silence by a vast majority of @GOP elected officials toward #Trump’s allegations of #ElectionFruad2020 run parallel to their silence on #racism. Any organization that becomes comfortable with lying threatens the quality &amp; sacredness of life for everyone.	en	[{'screen_name': 'gop', 'name': 'gop', 'id': '11134252'}]	[]	[]	0	8	36	['trump', 'electionfruad2020', 'racism']	[]	https://twitter.com/PadreInAtlanta/status/1333833066712854529	False		0								[]				
1333832874676662272	1333832874676662272	2020-12-01 11:58:33 Central Standard Time	2020-12-01	11:58:33	-0600	42407972	joyce_karam	Joyce Karam		NEW: #Trump’s Pentagon Purge  • Anti-ISIS task force head Chris Maier resigns, team “absorbed” • Miller had “personal issues” w him • Trump loyalists Watnick &amp; Tata gain • @ColinPClarke : Exacting Revenge • @Charles_Lister :Undermines Biden transition  https://t.co/MdHo1YaxgC	en	[{'screen_name': 'colinpclarke', 'name': 'colinpclarke', 'id': '3259973154'}, {'screen_name': 'charles_lister', 'name': 'charles lister', 'id': '469509327'}]	['https://www.thenationalnews.com/world/the-americas/trump-continues-pentagon-purge-as-another-senior-official-resigns-1.1121279']	[]	1	18	14	['trump']	[]	https://twitter.com/Joyce_Karam/status/1333832874676662272	False		0								[]				
1333832588981653504	1333832588981653504	2020-12-01 11:57:25 Central Standard Time	2020-12-01	11:57:25	-0600	499073990	debramessing	Debra Messing✍🏻		THIS IS UNCONSCIONABLE. And classic #Trump. Hurt as many people as possible on his way out.  PLEASE CALL your Members of Congress and demand they STOP THESE changes.  THIS is why #GEORGIA is so URGENT!  🇺🇸If #Ossoff &amp; #Warnock are ELECTED—-this WILL NOT stand.  If not,......vote.	en	[]	[]	[]	12	79	133	['trump', 'georgia', 'ossoff', 'warnock']	[]	https://twitter.com/DebraMessing/status/1333832588981653504	False	https://twitter.com/morethanmysle/status/1333818694871494656	0								[]				
1333832302850404352	1333501507866685441	2020-12-01 11:56:17 Central Standard Time	2020-12-01	11:56:17	-0600	1634552636	mterr337	Michael 🌊🧢🌊 #BidenHarris2020		@Marcos989 #trump laid the groundwork very early on. He set his voters up, saying the only way he could lose was if the election was rigged, and he pointed to the size of his rallies vs #Bidens as proof.  Forget, what a failure he's been at everything, his ignorance, incompetence, laziness.	en	[]	[]	[]	2	8	10	['trump', 'bidens']	[]	https://twitter.com/mterr337/status/1333832302850404352	False		0								[{'screen_name': 'Marcos989', 'name': 'Mark DuPriest', 'id': '28987542'}]				
1333831990647386115	1333820578600529921	2020-12-01 11:55:02 Central Standard Time	2020-12-01	11:55:02	-0600	49311478	cosmosbaby	MyDogIsSmarterThanYourRepublican		@CarolineLiquori @Numbers28 @CDCgov Why should #Trump have any kind of federal plan now, when he left the states to fight #coronavirus on their own before?	en	[]	[]	[]	2	1	6	['trump', 'coronavirus']	[]	https://twitter.com/cosmosbaby/status/1333831990647386115	False		0								[{'screen_name': 'CarolineLiquori', 'name': 'Caroline Liquori', 'id': '1225572670072332298'}, {'screen_name': 'Numbers28', 'name': 'George#DTNotMyPrez', 'id': '21952044'}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': '146569971'}]				
1333831939887796225	1333831939887796225	2020-12-01 11:54:50 Central Standard Time	2020-12-01	11:54:50	-0600	759511561648140288	silveradie	A.Silver—GIFS & Memes		😬 🔥 Sean Hannity finally admitted    🔥Vetting was—lacking on the BS he spitted    🔥Spewed on the airwaves--lie after-lie  🔥The ones about #Covid helped more folks ☠️die  #FakeNews #SeanHannity #Trump #Hannity #TrumpIsPathetic  😷 be good &amp; safe &amp; healthy - all  https://t.co/IUSJEJvvrk	en	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/EoK5ALNVgAEWjnZ.jpg']	0	2	5	['covid', 'fakenews', 'seanhannity', 'trump', 'hannity', 'trumpispathetic']	[]	https://twitter.com/SilverAdie/status/1333831939887796225	False		1	https://pbs.twimg.com/tweet_video_thumb/EoK5ALNVgAEWjnZ.jpg							[]				
1333831696463114240	1333831696463114240	2020-12-01 11:53:52 Central Standard Time	2020-12-01	11:53:52	-0600	16261638	tedrubin	Ted Rubin		I’m looking forward to seeing all those #Trump supporters who kept telling me no matter my feelings I needed to support our President... live by those works with #PresidentBIDEN 🇺🇸	en	[]	[]	[]	2	1	11	['trump', 'presidentbiden']	[]	https://twitter.com/TedRubin/status/1333831696463114240	False		0								[]				
1333831073801916416	1333831073801916416	2020-12-01 11:51:24 Central Standard Time	2020-12-01	11:51:24	-0600	192547775	presstv	Press TV		#Wisconsin, #Arizona certify #Biden wins, further cementing #Trump loss   #USAElections2020   https://t.co/63Qkby5i5b	en	[]	['https://www.presstv.com/Detail/2020/12/01/639759/Wisconsin-Arizona-Biden-wins-Trump-loss-']	[]	0	5	10	['wisconsin', 'arizona', 'biden', 'trump', 'usaelections2020']	[]	https://twitter.com/PressTV/status/1333831073801916416	False		0								[]				
